"UserID","UserNo","Name","Email","IP Address","Unique ID","Started","Ended","Q1. Overall, how did you feel about the service you received today?","Q2. How could we improve this service?","Q3. What Licensing task did you need to carry out today?","Q4. How easy was it to complete this task?","Q5. If you found it fairly or extremely difficult to complete this task, please could you say why this was?"
"50911972","1391","","","","","10/01/2017 15:17:00","10/01/2017 15:17:00","Dissatisfied","BACK TO THE OLD SYSTEM MUCH EASIER","Make changes to my existing Operator’s Licence","Neither easy nor difficult",-
"50911582","1392","","","","","10/01/2017 15:09:00","10/01/2017 15:20:00","Neither satisfied nor dissatisfied","The site is not current. Applications are showing as under consideration but have already been granted, a change of TM in October is not updated and old TM is showing as current?","Sign in to my existing account","Very easy",-
"50913115","1393","","","","","10/01/2017 15:38:00","10/01/2017 15:39:00","Very satisfied","No suggestions at this moment","Find licensing information","Extremely easy",-
"50913823","1394","","","","","10/01/2017 15:52:00","10/01/2017 15:53:00","Neither satisfied nor dissatisfied","The previous self Service system was much clearer and easier to use","Make changes to my existing Operator’s Licence","Very easy",-
"50919067","1395","","","","","10/01/2017 17:30:00","10/01/2017 17:31:00","Very satisfied","nothing","Sign in to my existing account","Extremely easy",-
"50920377","1396","","","","","10/01/2017 18:02:00","10/01/2017 18:03:00","Dissatisfied","Why are section 22 services not included in this listing?","Find licensing information","Extremely difficult","Section 22 registrations do not seem to be included"
"50923298","1397","","","","","10/01/2017 19:09:00","10/01/2017 19:18:00","Very dissatisfied","whats the point being able to change details on this operator site but still needing to fill out a form and send off with the same information? still new to this and learning fast but having to do the same thing twice makes no sense at all? Your information is vague at its best and far from easy to keep in compliance, if id not looked into this I would have just gone by your website, with no correct guidance, and probably incurred a fine. You really do need to either stick to paper or go fully online, thanks.","Make changes to my existing Operator’s Licence","Extremely easy",-
"50926954","1398","","","","","10/01/2017 20:24:00","10/01/2017 20:25:00","Satisfied","Maybe create a software to upload tacho charts and inspection sheets to.","Make changes to my existing Operator’s Licence","Neither easy nor difficult",-
"50931060","1399","","","","","10/01/2017 21:43:00","10/01/2017 21:45:00","Very satisfied","Keep the registrations up to date, they are hopelessly inaccurate","Bus registrations","Very easy",-
"50931497","1400","","","","","10/01/2017 22:01:00","10/01/2017 22:03:00","Satisfied","?","Find licensing information","Very easy",-
"50933364","1401","","","","","10/01/2017 23:44:00","10/01/2017 23:45:00","Very satisfied","Works just fine, good update","Sign in to my existing account","Extremely easy",-
"50939977","1402","","","","","11/01/2017 09:12:00","11/01/2017 09:13:00","Very satisfied","Since being updated this site is much better, easier to use & navigate. Thankyou","Bus registrations","Extremely easy",-
"50941848","1403","","","","","11/01/2017 09:55:00","11/01/2017 09:56:00","Very satisfied","Not much really - delighted to be able to access info like this rather than trawling through documents","Find licensing information","Extremely easy",-
"50943040","1404","","","","","11/01/2017 10:20:00","11/01/2017 10:25:00","Neither satisfied nor dissatisfied","Go back to the old system or put more information of where to find and use the system,we had to phone to find out how to use the new system.","Make changes to my existing Operator’s Licence","Neither easy nor difficult",-
"50945550","1405","","","","","11/01/2017 11:08:00","11/01/2017 11:09:00","Very satisfied","It is fine as it is :-)","Sign in to my existing account","Extremely easy",-
"50945723","1406","","","","","11/01/2017 11:11:00","11/01/2017 11:14:00","Very dissatisfied","I can not see any of our lorries on our fleet on my account,Never had this problem on old site.","Find licensing information","Extremely difficult","Because Does not show me information of our Lorries"
"50947645","1407","","","","","11/01/2017 11:40:00","11/01/2017 11:43:00","Neither satisfied nor dissatisfied","Why do you have to keep changing things? Improve the service by leaving it alone it was far better with everything needed on the one page didn't have to look for it!!!","Sign in to my existing account","Fairly difficult ","leave it the way it was!"
"50948212","1408","","","","","11/01/2017 11:49:00","11/01/2017 11:50:00","Very satisfied","Not really I find it easy to use","Make changes to my existing Operator’s Licence","Extremely easy",-
"50949247","1409","","","","","11/01/2017 12:00:00","11/01/2017 12:01:00","Very satisfied","If there were links to documents such as applications and decisions from the operator information screen.","Find licensing information","Extremely easy",-
"50949619","1410","","","","","11/01/2017 12:04:00","11/01/2017 12:07:00","Neither satisfied nor dissatisfied","Pages look typically official and uninteresting.","Make changes to my existing Operator’s Licence","Neither easy nor difficult",-
"50951631","1411","","","","","11/01/2017 12:22:00","11/01/2017 12:23:00","Very dissatisfied","Make it so much simpler I can never get to where I want to go ","Make changes to my existing Operator’s Licence","Extremely difficult","You have to go round the houses to get there and I'm still not there yet"
"50953584","1412","","","","","11/01/2017 12:47:00","11/01/2017 12:48:00","Very satisfied","I don't think you can as it's very easy to use and straightforward .","Make changes to my existing Operator’s Licence","Extremely easy",-
"50956759","1413","","","","","11/01/2017 13:33:00","11/01/2017 13:34:00","Satisfied","Could we have an option to view registered local bus services on screen (on the browse page) instead of downloading to excel? ","Bus registrations","Neither easy nor difficult",-
"50959289","1414","","","","","11/01/2017 14:09:00","11/01/2017 14:11:00","Satisfied","Confused to start with but once i was on it was okay. Maybe put a user guide in","Sign in to my existing account","Very easy",-
"50959408","1415","","","","","11/01/2017 14:10:00","11/01/2017 14:11:00","Very satisfied","No suggestions at present","Find licensing information","Extremely easy",-
"50960747","1416","","","","","11/01/2017 14:33:00","11/01/2017 14:34:00","Very dissatisfied","The ability to search on a company name has been removed, this should be reinstated","Find licensing information","Extremely difficult","Inability to search by company name"
"50961946","1417","","","","","11/01/2017 14:51:00","11/01/2017 14:52:00","Satisfied","A contact or message page","Find licensing information","Neither easy nor difficult",-
"50962195","1418","","","","","11/01/2017 14:53:00","11/01/2017 14:54:00","Very satisfied","WORKS WELL AS IT IS FOR ME","Sign in to my existing account","Extremely easy",-
"50966532","1419","","","","","11/01/2017 15:39:00","11/01/2017 15:41:00","Very satisfied","Simple process, no improvements required","Find licensing information","Extremely easy",-
"50968443","1420","","","","","11/01/2017 16:05:00","11/01/2017 16:07:00","Satisfied","allow login details to be changed, I am using the log in from someone who retired 8 years","Sign in to my existing account","Very easy",-
"50969184","1421","","","","","11/01/2017 16:15:00","11/01/2017 16:16:00","Very satisfied","service fine","Find licensing information","Very easy",-
"50971403","1422","","","","","11/01/2017 16:46:00","11/01/2017 16:47:00","Very dissatisfied","no advice of the change of web user and have caused us to be locked out","Sign in to my existing account","Extremely difficult","no advice of the change to web site and has locked me out"
"50972025","1423","","","","","11/01/2017 16:57:00","11/01/2017 16:59:00","Very satisfied",".","Make changes to my existing Operator’s Licence","Very easy",-
"50979903","1424","","","","","11/01/2017 20:39:00","11/01/2017 20:41:00","Satisfied","Information is in too many separate areas. - An overview would be good.","Sign in to my existing account","Neither easy nor difficult",-
"50992529","1425","","","","","12/01/2017 09:10:00","12/01/2017 09:11:00","Very satisfied","Addition of an Help desk","Find licensing information","Extremely easy",-
"50994717","1426","","","","","12/01/2017 10:00:00","12/01/2017 10:00:00","Very satisfied","na","Find licensing information","Extremely easy",-
"50995275","1427","","","","","12/01/2017 10:09:00","12/01/2017 10:12:00","Neither satisfied nor dissatisfied","difficulty with my password could only be corrected by telephone. I still do not know why my original password failed. It was correct","Make changes to my existing Operator’s Licence","Very easy",-
"50997556","1428","","","","","12/01/2017 10:52:00","12/01/2017 10:54:00","Very satisfied","no postive suggestions at present for improvement.","Make changes to my existing Operator’s Licence","Very easy",-
"51000305","1429","","","","","12/01/2017 11:38:00","12/01/2017 11:39:00","Very satisfied","  Nothing to note","Sign in to my existing account","Very easy",-
"51004221","1430","","","","","12/01/2017 12:46:00","12/01/2017 12:47:00","Very satisfied","NIL","Make changes to my existing Operator’s Licence","Very easy",-
"51012054","1431","","","","","12/01/2017 15:14:00","12/01/2017 15:15:00","Dissatisfied","The remove function for Transport Managers or Directors does not seem to work","Make changes to my existing Operator’s Licence","Extremely difficult","the remove function does not appear to work"
"51012231","1432","","","","","12/01/2017 15:17:00","12/01/2017 15:19:00","Very dissatisfied","log on was diffiult, after an hour rung to be advised lots of people having problems with password. - I am now logged on but cannot find the tab i need","Make changes to my existing Operator’s Licence","Extremely difficult","can't find the tab to allow me to make changes!"
"51044069","1433","","","","","13/01/2017 08:08:00","13/01/2017 08:10:00","Very satisfied","give information on how to renew ","Sign in to my existing account","Very easy",-
"51047616","1434","","","","","13/01/2017 09:32:00","13/01/2017 09:35:00","Satisfied","In the documents page.   Perhaps add a date line.   We have a number of documents with the same name,  but without opening can not determine which document is relevant,  A date field would help identify which is the most up to date document.","Sign in to my existing account","Very easy",-
"51052408","1435","","","","","13/01/2017 10:48:00","13/01/2017 10:52:00","Dissatisfied","Provide a ""print"" button to enable a print out of the whole licence document, and another button to enable a print out of current vehicles listed (as the latter is likely to be the most re-visited part of the document)","Find licensing information","Neither easy nor difficult",-
"51053130","1436","","","","","13/01/2017 11:00:00","13/01/2017 11:01:00","Very satisfied","Dont no I think its good now","Make changes to my existing Operator’s Licence","Extremely easy",-
"51053966","1437","","","","","13/01/2017 11:14:00","13/01/2017 11:14:00","Very satisfied","not sure","Find licensing information","Extremely easy",-
"51054158","1438","","","","","13/01/2017 11:17:00","13/01/2017 11:18:00","Very satisfied","Very happy with this service.","Make changes to my existing Operator’s Licence","Extremely easy",-
"51060692","1439","","","","","13/01/2017 12:55:00","13/01/2017 12:56:00","Very satisfied","You can't","Make changes to my existing Operator’s Licence","Extremely easy",-
"51061876","1440","","","","","13/01/2017 13:18:00","13/01/2017 13:24:00","Very satisfied","would like to see a panel where it gives you updates on the progress of your application,  ie ""received application it is in progress and we will update in due course"" this would save phone call into the traffic commissioner's office wasting caseworker's valuable time  -  - ","Sign in to my existing account","Extremely easy",-
"51064152","1441","","","","","13/01/2017 13:57:00","13/01/2017 13:58:00","Very dissatisfied","PUT IT BACK THE WAY IT WAS","Make changes to my existing Operator’s Licence","Extremely difficult","Links not clear - Confusing - RUBBISH"
"51065203","1442","","","","","13/01/2017 14:15:00","13/01/2017 14:16:00","Very satisfied","Allow amendments to one licence to cover all licences held  (such as the removal of a director or Transport manager from one or all licences held)","Make changes to my existing Operator’s Licence","Very easy",-
"51065721","1443","","","","","13/01/2017 14:23:00","13/01/2017 14:23:00","Very dissatisfied","it broke, fix","Bus registrations","Extremely difficult","IT WAS BROKE !"
"51066297","1444","","","","","13/01/2017 14:31:00","13/01/2017 14:32:00","Very satisfied","Very easy to use","Make changes to my existing Operator’s Licence","Extremely easy",-
"51067119","1445","","","","","13/01/2017 14:44:00","13/01/2017 14:45:00","Very satisfied","No need to.","Find licensing information","Extremely easy",-
"51092760","1446","","","","","14/01/2017 09:11:00","14/01/2017 09:14:00","Very satisfied","IT IS DIFICULT TO FIND AN OPERATOR UNLESS YOU KNOW THE EXACDT NAME OF THE COMPANY OR TRADING NAME .PERHAPS A MORE GENERAL INDEX OR WIDER PERAMETERS ON THE SEARCH.OR HAVING A SEPERATE SECTION FOR DISCONTINUED ","Find licensing information","Very easy",-
"51094295","1447","","","","","14/01/2017 10:24:00","14/01/2017 10:25:00","Dissatisfied","Need to be able to sort by date.","Bus registrations","Neither easy nor difficult",-
"51101670","1448","","","","","14/01/2017 14:42:00","14/01/2017 14:46:00","Neither satisfied nor dissatisfied","Put on a news page relating to operators requirements, such as Mrs Bell, new requirements for operators...etc...things that might be helpful to us?","Sign in to my existing account","Fairly difficult ","Logging in was a continuous fight with the password criteria. Round and Round, you could've made it easier than not telling the standard until we had thought of a password. let us know, first??"
"51121322","1449","","","","","15/01/2017 08:50:00","15/01/2017 08:51:00","Very satisfied","So far i have found nothing wrong  ","Make changes to my existing Operator’s Licence","Extremely easy",-
"51128119","1450","","","","","15/01/2017 14:18:00","15/01/2017 14:19:00","Very satisfied","I don't think you could its very easy to navigate","Create a new account","Extremely easy",-
"51141384","1451","","","","","16/01/2017 05:17:00","16/01/2017 05:19:00","Very satisfied","This service is very good, doesn't need to be improved.","Sign in to my existing account","Extremely easy",-
"51144277","1452","","","","","16/01/2017 08:04:00","16/01/2017 08:04:00","Very satisfied","Don't need to","Make changes to my existing Operator’s Licence","Extremely easy",-
"51144861","1453","","","","","16/01/2017 08:26:00","16/01/2017 08:29:00","Very satisfied","Every time I have to log in I have problems. the system says that the login in details are incorrect when they are not. very frustrating ","Sign in to my existing account","Extremely difficult","As before system not recognising login details.  "
"51145878","1454","","","","","16/01/2017 08:56:00","16/01/2017 08:57:00","Very satisfied","easy to use no changes required ","Make changes to my existing Operator’s Licence","Extremely easy",-
"51146111","1455","","","","","16/01/2017 09:01:00","16/01/2017 09:02:00","Very satisfied","N/A really simple to use","Make changes to my existing Operator’s Licence","Extremely easy",-
"51147924","1456","","","","","16/01/2017 09:36:00","16/01/2017 09:37:00","Very satisfied","Use more visual tabs to get around the site. ","Sign in to my existing account","Very easy",-
"51148388","1457","","","","","16/01/2017 09:42:00","16/01/2017 09:44:00","Very dissatisfied","I can not manage my license","Make changes to my existing Operator’s Licence","Extremely difficult","The site is not giving me an option to change vehicles"
"51150495","1458","","","","","16/01/2017 10:16:00","16/01/2017 10:18:00","Very satisfied","ITS GOOD AS IT IS","Create a new account","Very easy",-
"51154060","1459","","","","","16/01/2017 11:10:00","16/01/2017 11:11:00","Very satisfied","don't know","Sign in to my existing account","Very easy",-
"51154847","1460","","","","","16/01/2017 11:22:00","16/01/2017 11:23:00","Dissatisfied","Site not as easy to use Confirm that vehicles have been remove","Sign in to my existing account","Extremely easy",-
"51155487","1461","","","","","16/01/2017 11:32:00","16/01/2017 11:35:00","Neither satisfied nor dissatisfied","The status on my Account still says ""NOT YET RECEIVED"" I was a bit concerned by this as I sent forms off a while ago. After e-mailing to enquire I have today received confirmation that my application has infact been Received and is waiting to be actioned. Perhaps there needs to be a way of conveying this on the On LINE service. ie ""AWAITING ACTION"" or ""PENDING APPROVAL"" - just a thought.  ","Find licensing information","Neither easy nor difficult",-
"51156838","1462","","","","","16/01/2017 11:42:00","16/01/2017 11:43:00","Very satisfied","I think it is ok as it is","Sign in to my existing account","Very easy",-
"51160785","1463","","","","","16/01/2017 12:23:00","16/01/2017 12:24:00","Satisfied",".","Sign in to my existing account","Neither easy nor difficult",-
"51165971","1464","","","","","16/01/2017 13:37:00","16/01/2017 13:39:00","Very satisfied","i have no crtisisms","Sign in to my existing account","Very easy",-
"51166301","1465","","","","","16/01/2017 13:42:00","16/01/2017 13:43:00","Satisfied","Preferred the old system, easier to navigate.","Make changes to my existing Operator’s Licence","Very easy",-
"51167114","1466","","","","","16/01/2017 13:54:00","16/01/2017 13:54:00","Very satisfied","really easy and simple to use. ","Make changes to my existing Operator’s Licence","Extremely easy",-
"51168708","1467","","","","","16/01/2017 14:16:00","16/01/2017 14:17:00","Very satisfied","not sure","Make changes to my existing Operator’s Licence","Extremely easy",-
"51169262","1468","","","","","16/01/2017 14:25:00","16/01/2017 14:27:00","Very dissatisfied","Send activation details","Create a new account","Extremely difficult","Never received activation when previously tried to register"
"51171240","1469","","","","","16/01/2017 14:54:00","16/01/2017 14:55:00","Satisfied","Facility to print out a licence summary.","Make changes to my existing Operator’s Licence","Very easy",-
"51171858","1470","","","","","16/01/2017 15:05:00","16/01/2017 15:07:00","Dissatisfied","Make the login process reliable, every 3 months it seems my password is declared invalid, although it works for all other sections of the Government Gateway ","Sign in to my existing account","Extremely difficult","Because it would not let me login"
"51173127","1471","","","","","16/01/2017 15:25:00","16/01/2017 15:26:00","Very satisfied","the documentation page could be more informative of date related periods as it is very confusing to figure out which ones are recent","Bus registrations","Extremely easy",-
"51173454","1472","","","","","16/01/2017 15:30:00","16/01/2017 15:31:00","Very satisfied","aLL GOOD","Make changes to my existing Operator’s Licence","Extremely easy",-
"51173787","1473","","","","","16/01/2017 15:37:00","16/01/2017 15:38:00","Satisfied","Provide report for trailers as per vehicles please","Sign in to my existing account","Extremely easy",-
"51176745","1474","","","","","16/01/2017 16:22:00","16/01/2017 16:24:00","Very satisfied","no improve needed","Sign in to my existing account","Extremely easy",-
"51177947","1475","","","","","16/01/2017 16:38:00","16/01/2017 16:40:00","Very satisfied","Include more information on changes being made to local bus service variation","Bus registrations","Very easy",-
"51178729","1476","","","","","16/01/2017 16:49:00","16/01/2017 16:51:00","Satisfied","Fine as it is","Find licensing information","Very easy",-
"51180055","1477","","","","","16/01/2017 17:10:00","16/01/2017 17:11:00","Very dissatisfied","It appears to be incomplete.  Why is the 134 service from Goring (Oxon) to Wallingford operated by GoRide CIC not shown?","Bus registrations","Extremely difficult","The records appear to be incomplete"
"51187897","1478","","","","","16/01/2017 20:30:00","16/01/2017 20:31:00","Very satisfied","This provides the information required.","Find licensing information","Very easy",-
"51190721","1479","","","","","16/01/2017 22:04:00","16/01/2017 22:19:00","Dissatisfied","Ensure that the filters work. - When entering a village in Bucks I don't expect results from Dorset. I checked and found nothing relating to the entry I requested. The count at the top ""We found xxx "" that matched varied both higher and lower and seemd to indicate PSV operators as well though I had asked for Goods vehicle operators.","Find licensing information","Extremely difficult","I was looking for HGV operators, that option isn't listed in the options on the previous page. I found the list from the search homepage but it was unreliable. Search was for HGV operators in my village - a complete list of valid licences. The list was generated but was unstable and included operators based elsewhere. I expect to find about 160 and don't want to have to examine more unnecessarily. Also, why is there still no record of transport managers for many of the operators. Wasn't that supposed to be an EU directive, are you hoping it will be dropped post Brexit? An answer to that one would be good - Cllr.carolgibson@iverpariushcouncil.gov.uk"
"51201203","1480","","","","","17/01/2017 08:27:00","17/01/2017 08:28:00","Satisfied","I think its up to standard","Make changes to my existing Operator’s Licence","Extremely easy",-
"51201526","1481","","","","","17/01/2017 08:37:00","17/01/2017 08:41:00","Very satisfied","not sure","Find licensing information","Extremely easy",-
"51201874","1482","","","","","17/01/2017 08:45:00","17/01/2017 08:47:00","Very satisfied","direct email communication for queries and sending documents","Sign in to my existing account","Extremely easy",-
"51208795","1483","","","","","17/01/2017 10:44:00","17/01/2017 10:45:00","Very satisfied","not sure, I found it very user friendly.","Make changes to my existing Operator’s Licence","Extremely easy",-
"51219824","1484","","","","","17/01/2017 13:04:00","17/01/2017 13:05:00","Dissatisfied","stop removing my applications to add a Director to my licences.  Twice now applications have vanished since I submitted.","Make changes to my existing Operator’s Licence","Extremely difficult","All I want to do is add a Director to a licence and twice now I have made the changes and twice the applications have vanished.  "
"51224045","1485","","","","","17/01/2017 14:00:00","17/01/2017 14:12:00","Dissatisfied","I have a problem when looking at single registration history page. It should show the N&P number of the last change to the registration but in everyone I looked - at for Stagecoach Yorkshire they all show the latest N&P number of 2249. - Can this be sorted.","Find licensing information","Extremely difficult","Please see earlier information."
"51225160","1486","","","","","17/01/2017 14:15:00","17/01/2017 14:17:00","Very satisfied","Very easy to use","Sign in to my existing account","Extremely easy",-
"51225757","1487","","","","","17/01/2017 14:24:00","17/01/2017 14:27:00","Satisfied","It could be easier to navigate between pages.","Sign in to my existing account","Neither easy nor difficult",-
"51227998","1488","","","","","17/01/2017 14:54:00","17/01/2017 14:55:00","Very satisfied","Combine all my .GOV log on details to access all my services.","Make changes to my existing Operator’s Licence","Extremely easy",-
"51231347","1489","","","","","17/01/2017 15:45:00","17/01/2017 15:47:00","Very satisfied","The system did not update even though you had received my TM1","Sign in to my existing account","Extremely easy",-
"51231981","1490","","","","","17/01/2017 15:54:00","17/01/2017 16:02:00","Dissatisfied","Found it very difficult to remove vehicle from O Licence on line.  Did this before and still found the removed vehicle on licece","Make changes to my existing Operator’s Licence","Fairly difficult "," On 9 January I aquired a new vehicle.  Firstly I had great difficulty logging on my password didn't work so I changed it as requested.  I still had problems had to phone up and they gave me yet another temporary one. At last I got into my details and took my old vehicle off and put the new one on.   On phoning you today I find out that I had both vehicles are on my licence and was told this sometimes happens and to try again.  So I have lets hope it registers this time."
"51237203","1491","","","","","17/01/2017 16:34:00","17/01/2017 16:35:00","Very satisfied","Fine as it is","Make changes to my existing Operator’s Licence","Extremely easy",-
"51242420","1492","","","","","17/01/2017 17:29:00","17/01/2017 17:30:00","Very satisfied","No improvement is required","Sign in to my existing account","Extremely easy",-
"51248267","1493","","","","","17/01/2017 18:38:00","17/01/2017 18:39:00","Neither satisfied nor dissatisfied","dont like the new layout why has this been changed ","Sign in to my existing account","Neither easy nor difficult",-
"51254832","1494","","","","","17/01/2017 20:45:00","17/01/2017 20:46:00","Very satisfied","VERY GOOD SERVICE","Make changes to my existing Operator’s Licence","Extremely easy",-
"51268625","1495","","","","","18/01/2017 09:18:00","18/01/2017 09:18:00","Very satisfied","don't think you could it is excellent","Find licensing information","Extremely easy",-
"51269466","1496","","","","","18/01/2017 09:34:00","18/01/2017 09:35:00","Very satisfied","happy with all ","Sign in to my existing account","Very easy",-
"51269858","1497","","","","","18/01/2017 09:41:00","18/01/2017 09:42:00","Very satisfied","It is very good - ","Make changes to my existing Operator’s Licence","Extremely easy",-
"51270004","1498","","","","","18/01/2017 09:44:00","18/01/2017 09:46:00","Very satisfied","Vast improvement on old system. Haven't yet seen if a licence summary can be printed off for our auditors.","Sign in to my existing account","Extremely easy",-
"51270161","1499","","","","","18/01/2017 09:47:00","18/01/2017 09:48:00","Very satisfied","Some navigation links are dead","Sign in to my existing account","Extremely easy",-
"51271354","1500","","","","","18/01/2017 10:09:00","18/01/2017 10:10:00","Satisfied","It would be easier and quicker if i was able to scan or email documents to yourselves.","Make changes to my existing Operator’s Licence","Very easy",-
"51273797","1501","","","","","18/01/2017 10:54:00","18/01/2017 10:55:00","Very satisfied","I cant think of anything. Its so easy to use.","Make changes to my existing Operator’s Licence","Extremely easy",-
"51275406","1502","","","","","18/01/2017 11:22:00","18/01/2017 11:26:00","Dissatisfied","The service needs to be kept updated as information I have received via post has still not been added to service. ","Sign in to my existing account","Extremely easy",-
"51276194","1503","","","","","18/01/2017 11:35:00","18/01/2017 11:39:00","Dissatisfied","Reply to request","Sign in to my existing account","Extremely difficult","I tried to log on and was directed to the new website, I entered user name and got asked to change password which I did.  - It said details were incorrect and asked for E Mail address and O Licence No. - I have still not received log in details. - I sent an E Mail to 'operatorlicensing@otc.gsi.gov.uk' but one hour later have not had the courtesy of a reply - "
"51279895","1504","","","","","18/01/2017 12:37:00","18/01/2017 12:38:00","Very satisfied","NILL","Find licensing information","Very easy",-
"51284489","1505","","","","","18/01/2017 13:54:00","18/01/2017 13:55:00","Neither satisfied nor dissatisfied","by doing what you agreed to do","Sign in to my existing account","Extremely difficult","email service very unhelpful"
"51286166","1506","","","","","18/01/2017 14:23:00","18/01/2017 14:25:00","Dissatisfied","The prompts and responses are not clear","Make changes to my existing Operator’s Licence","Extremely difficult","I wanted to reprint a disc, I selected the correct options but the actions are as though I am updating the vehicle and the response is that 'changes have been noted', this does not imply that a disc has been ordered or will be posted out to us"
"51289694","1507","","","","","18/01/2017 15:12:00","18/01/2017 15:13:00","Satisfied","Not really sure as it is already far far superior to the previous service.","Find licensing information","Very easy",-
"51289956","1508","","","","","18/01/2017 15:16:00","18/01/2017 15:17:00","Very satisfied","No improvement required","Sign in to my existing account","Extremely easy",-
"51292475","1509","","","","","18/01/2017 15:59:00","18/01/2017 16:00:00","Very satisfied","no improvement needed","Find licensing information","Extremely easy",-
"51292968","1510","","","","","18/01/2017 16:08:00","18/01/2017 16:09:00","Very satisfied","A print option when details have been amended.","Make changes to my existing Operator’s Licence","Extremely easy",-
"51293045","1511","","","","","18/01/2017 16:10:00","18/01/2017 16:11:00","Very satisfied","Works well for me","Sign in to my existing account","Very easy",-
"51292383","1512","","","","","18/01/2017 15:57:00","18/01/2017 16:22:00","Very satisfied","I would like to see confirm if a lost disc and re ordered it shows as requested ","Sign in to my existing account","Neither easy nor difficult",-
"51294655","1513","","","","","18/01/2017 16:39:00","18/01/2017 16:40:00","Very satisfied","FINE AS IT IS","Make changes to my existing Operator’s Licence","Extremely easy",-
"51294668","1514","","","","","18/01/2017 16:39:00","18/01/2017 16:41:00","Very satisfied","The service is already good","Create a new account","Extremely easy",-
"51294873","1515","","","","","18/01/2017 16:44:00","18/01/2017 16:47:00","Neither satisfied nor dissatisfied","All I wont to do is remove and add vehicles and I am not having any success ","Make changes to my existing Operator’s Licence","Extremely difficult","could not find remove and add vehicles"
"51296607","1516","","","","","18/01/2017 17:27:00","18/01/2017 17:29:00","Very dissatisfied","should be able to see old documents","Find licensing information","Extremely difficult","there are no documents on here. the old version allowed the documents to be seen.  I need to save the o'licence certificate and I cannot find it"
"51297027","1517","","","","","18/01/2017 17:39:00","18/01/2017 17:41:00","Very dissatisfied","there's no date structure so you cannot search by date as previous site allowed you to do?","Bus registrations","Neither easy nor difficult",-
"51297365","1518","","","","","18/01/2017 17:49:00","18/01/2017 17:51:00","Very dissatisfied","make it easier to log in","Sign in to my existing account","Extremely difficult","account inactive"
"51302128","1519","","","","","18/01/2017 20:36:00","18/01/2017 20:37:00","Very satisfied","No suggestions","Make changes to my existing Operator’s Licence","Extremely easy",-
"51313654","1520","","","","","19/01/2017 09:23:00","19/01/2017 09:24:00","Very satisfied","Really good, hard to improve.","Find licensing information","Extremely easy",-
"51316394","1521","","","","","19/01/2017 10:12:00","19/01/2017 10:13:00","Very satisfied","Nothing needs changing","Find licensing information","Extremely easy",-
"51317208","1522","","","","","19/01/2017 10:27:00","19/01/2017 10:29:00","Satisfied","Not currently receiving email notifications of new EBSR applications, so to have this feature back would be very helpful. (I am a local authority user)","Sign in to my existing account","Very easy",-
"51317765","1523","","","","","19/01/2017 10:37:00","19/01/2017 10:40:00","Satisfied","I would like to be able to print a copy of our O Licence for Suppliers etc. I can't see any print options within the new self service portal","Sign in to my existing account","Very easy",-
"51318076","1524","","","","","19/01/2017 10:43:00","19/01/2017 10:46:00","Dissatisfied","go back to the old way","Make changes to my existing Operator’s Licence","Fairly difficult ","not suitable for the over 80s"
"51318631","1525","","","","","19/01/2017 10:54:00","19/01/2017 10:56:00","Very satisfied","Some more consise attachments on how to work the new system.","Sign in to my existing account","Very easy",-
"51318929","1526","","","","","19/01/2017 10:59:00","19/01/2017 11:00:00","Very satisfied","Brilliant like the new system ","Sign in to my existing account","Extremely easy",-
"51320388","1527","","","","","19/01/2017 11:24:00","19/01/2017 11:25:00","Very satisfied","ITS GOOD","Make changes to my existing Operator’s Licence","Extremely easy",-
"51321444","1528","","","","","19/01/2017 11:43:00","19/01/2017 11:44:00","Very satisfied","Find this now to be very easy to use, fast and efficient, straight to what is required to be done, thank you","Make changes to my existing Operator’s Licence","Extremely easy",-
"51321985","1529","","","","","19/01/2017 11:51:00","19/01/2017 11:53:00","Neither satisfied nor dissatisfied","The simple thing like printing out a vehicle list seem to have disappeared.  Although it is easy to access visually it is harder to find a way of printing things our other than screen shots.","Sign in to my existing account","Very easy",-
"51327592","1530","","","","","19/01/2017 13:39:00","19/01/2017 13:41:00","Satisfied","Pretty easy to use.","Make changes to my existing Operator’s Licence","Extremely easy",-
"51328997","1531","","","","","19/01/2017 14:06:00","19/01/2017 14:07:00","Satisfied","SEE SECTION FOR MARGIN FOR HIRE","Find licensing information","Extremely easy",-
"51330422","1532","","","","","19/01/2017 14:31:00","19/01/2017 14:34:00","Dissatisfied","should have left the old system at least it worked.","Make changes to my existing Operator’s Licence","Extremely difficult","because you cant get on to your details to amend it only gives you option for new applications."
"51330853","1533","","","","","19/01/2017 14:38:00","19/01/2017 14:41:00","Very satisfied","data fields for public inquiries - dates/decision transcripts. ","Find licensing information","Extremely easy",-
"51330655","1534","","","","","19/01/2017 14:35:00","19/01/2017 14:57:00","Very satisfied","services working ok no more changes needed ","Sign in to my existing account","Extremely easy",-
"51335824","1535","","","","","19/01/2017 16:05:00","19/01/2017 16:08:00","Neither satisfied nor dissatisfied","Old Self service was better more straight forward","Make changes to my existing Operator’s Licence","Fairly difficult ","I wanted to remove a vehicle and I kept ticking the box next to the vehicle, it didnt make it clear to highlight remove "
"51338232","1536","","","","","19/01/2017 16:44:00","19/01/2017 16:45:00","Neither satisfied nor dissatisfied","I do not think it needs improving ","Find licensing information","Extremely easy",-
